@relation InstanceResultListener

@attribute Key_Dataset {segment-weka.filters.unsupervised.attribute.Remove-R3}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.REPTree,weka.classifiers.trees.RandomTree,weka.classifiers.trees.J48graft,weka.classifiers.trees.J48}
@attribute Key_Scheme_options {'-M 2 -V 0.001 -N 3 -S 1 -L -1','-K 0 -M 1.0 -S 1','-C 0.25 -M 2','-M 4 -V 0.001 -N 3 -S 1 -L -1'}
@attribute Key_Scheme_version_ID {-9216785998198681299,8934314652175299374,8823716098042427799,-217733168393644444}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Area_under_ROC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary {'Number of leaves: 157\nSize of the tree: 313\n','Number of leaves: 209\nSize of the tree: 417\n','Number of leaves: 147\nSize of the tree: 293\n','Number of leaves: 164\nSize of the tree: 327\n','Number of leaves: 153\nSize of the tree: 305\n','Number of leaves: 152\nSize of the tree: 303\n','Number of leaves: 160\nSize of the tree: 319\n','Number of leaves: 156\nSize of the tree: 311\n','Number of leaves: 190\nSize of the tree: 379\n','Number of leaves: 189\nSize of the tree: 377\n','Number of leaves: 131\nSize of the tree: 261\n','Number of leaves: 191\nSize of the tree: 381\n','Number of leaves: 166\nSize of the tree: 331\n','Number of leaves: 165\nSize of the tree: 329\n','Number of leaves: 193\nSize of the tree: 385\n','Number of leaves: 186\nSize of the tree: 371\n','Number of leaves: 146\nSize of the tree: 291\n','Number of leaves: 208\nSize of the tree: 415\n','Number of leaves: 148\nSize of the tree: 295\n','Number of leaves: 221\nSize of the tree: 441\n','Number of leaves: 197\nSize of the tree: 393\n','Number of leaves: 174\nSize of the tree: 347\n','Number of leaves: 143\nSize of the tree: 285\n','Number of leaves: 141\nSize of the tree: 281\n','Number of leaves: 171\nSize of the tree: 341\n','Number of leaves: 163\nSize of the tree: 325\n','Number of leaves: 184\nSize of the tree: 367\n','Number of leaves: 201\nSize of the tree: 401\n','Number of leaves: 203\nSize of the tree: 405\n','Number of leaves: 154\nSize of the tree: 307\n','Number of leaves: 107\nSize of the tree: 213\n','Number of leaves: 155\nSize of the tree: 309\n','Number of leaves: 168\nSize of the tree: 335\n','Number of leaves: 125\nSize of the tree: 249\n','Number of leaves: 216\nSize of the tree: 431\n','Number of leaves: 167\nSize of the tree: 333\n','Number of leaves: 196\nSize of the tree: 391\n','Number of leaves: 215\nSize of the tree: 429\n','Number of leaves: 122\nSize of the tree: 243\n','Number of leaves: 187\nSize of the tree: 373\n','Number of leaves: 170\nSize of the tree: 339\n','Number of leaves: 142\nSize of the tree: 283\n','Number of leaves: 159\nSize of the tree: 317\n','Number of leaves: 145\nSize of the tree: 289\n','Number of leaves: 214\nSize of the tree: 427\n','Number of leaves: 182\nSize of the tree: 363\n','Number of leaves: 120\nSize of the tree: 239\n','Number of leaves: 180\nSize of the tree: 359\n','Number of leaves: 202\nSize of the tree: 403\n','Number of leaves: 140\nSize of the tree: 279\n','Number of leaves: 129\nSize of the tree: 257\n','Number of leaves: 179\nSize of the tree: 357\n','Number of leaves: 161\nSize of the tree: 321\n','Number of leaves: 149\nSize of the tree: 297\n','Number of leaves: 158\nSize of the tree: 315\n','Number of leaves: 192\nSize of the tree: 383\n','Number of leaves: 124\nSize of the tree: 247\n','Number of leaves: 119\nSize of the tree: 237\n','Number of leaves: 123\nSize of the tree: 245\n','Number of leaves: 130\nSize of the tree: 259\n','Number of leaves: 144\nSize of the tree: 287\n','Number of leaves: 177\nSize of the tree: 353\n','Number of leaves: 128\nSize of the tree: 255\n','Number of leaves: 138\nSize of the tree: 275\n','Number of leaves: 113\nSize of the tree: 225\n','Number of leaves: 99\nSize of the tree: 197\n','Number of leaves: 103\nSize of the tree: 205\n','Number of leaves: 162\nSize of the tree: 323\n','Number of leaves: 139\nSize of the tree: 277\n','Number of leaves: 117\nSize of the tree: 233\n','Number of leaves: 97\nSize of the tree: 193\n','Number of leaves: 176\nSize of the tree: 351\n','Number of leaves: 132\nSize of the tree: 263\n','Number of leaves: 136\nSize of the tree: 271\n','Number of leaves: 121\nSize of the tree: 241\n','Number of leaves: 126\nSize of the tree: 251\n','Number of leaves: 133\nSize of the tree: 265\n','Number of leaves: 181\nSize of the tree: 361\n','Number of leaves: 82\nSize of the tree: 163\n','Number of leaves: 134\nSize of the tree: 267\n','Number of leaves: 151\nSize of the tree: 301\n','Number of leaves: 183\nSize of the tree: 365\n','Number of leaves: 109\nSize of the tree: 217\n','Number of leaves: 90\nSize of the tree: 179\n','Number of leaves: 195\nSize of the tree: 389\n','Number of leaves: 118\nSize of the tree: 235\n','Number of leaves: 110\nSize of the tree: 219\n','Number of leaves: 116\nSize of the tree: 231\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 44\nSize of the tree: 87\n','Number of leaves: 48\nSize of the tree: 95\n','Number of leaves: 38\nSize of the tree: 75\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 37\nSize of the tree: 73\n','Number of leaves: 43\nSize of the tree: 85\n','Number of leaves: 42\nSize of the tree: 83\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 45\nSize of the tree: 89\n','Number of leaves: 36\nSize of the tree: 71\n','Number of leaves: 35\nSize of the tree: 69\n','Number of leaves: 32\nSize of the tree: 63\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 33\nSize of the tree: 65\n','Number of leaves: 34\nSize of the tree: 67\n','Number of leaves: 31\nSize of the tree: 61\n','Number of leaves: 30\nSize of the tree: 59\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 26\nSize of the tree: 51\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
segment-weka.filters.unsupervised.attribute.Remove-R3,8,5,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,220,11,0,95.238095,4.761905,0,0.944444,0.013605,0.116642,5.555556,33.333333,648.498987,11814,-11165.501013,2.807355,51.142857,-48.335502,615.171766,2.663081,21912.860443,0.969697,32,0.005051,1,0.994949,197,0.030303,1,0.969697,0.969697,0.969697,0.982323,0.952381,0.007937,0.992063,0.047619,0.95278,0.952381,0.952349,0.972222,0.025,0,0.03125,0,18028,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,8,6,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,223,8,0,96.536797,3.463203,0,0.959596,0.009895,0.099473,4.040404,28.426762,648.498987,8592,-7943.501013,2.807355,37.194805,-34.38745,624.261008,2.702429,22236.625777,1,33,0.005051,1,0.994949,197,0,0,0.970588,1,0.985075,0.997475,0.965368,0.005772,0.994228,0.034632,0.968024,0.965368,0.96581,0.979798,0.014,0,0.015625,0,18848,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,8,7,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,220,11,0,95.238095,4.761905,0,0.944444,0.013605,0.116642,5.555556,33.333333,648.498987,11814,-11165.501013,2.807355,51.142857,-48.335502,615.171766,2.663081,21912.860443,0.969697,32,0.005051,1,0.994949,197,0.030303,1,0.969697,0.969697,0.969697,0.982323,0.952381,0.007937,0.992063,0.047619,0.953145,0.952381,0.952637,0.972222,0.016,0,0.015625,0,20316,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,8,8,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,218,13,0,94.372294,5.627706,0,0.934343,0.016079,0.126804,6.565657,36.237154,648.498987,13962,-13313.501013,2.807355,60.441558,-57.634204,609.112272,2.63685,21697.016888,0.969697,32,0,0,1,198,0.030303,1,1,0.969697,0.984615,0.984848,0.943723,0.00938,0.99062,0.056277,0.946389,0.943723,0.943955,0.967172,0.016,0,0.015625,0,21935,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,8,9,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,219,12,0,94.805195,5.194805,0,0.939394,0.014842,0.121829,6.060606,34.815531,648.498987,12888,-12239.501013,2.807355,55.792208,-52.984853,612.142019,2.649965,21804.938665,1,33,0.005051,1,0.994949,197,0,0,0.970588,1,0.985075,0.997475,0.948052,0.008658,0.991342,0.051948,0.949752,0.948052,0.948273,0.969697,0.015,0,0,0,22151,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,8,10,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,218,13,0,94.372294,5.627706,0,0.934343,0.016079,0.126804,6.565657,36.237154,648.498987,13962,-13313.501013,2.807355,60.441558,-57.634204,609.112272,2.63685,21697.016888,0.969697,32,0.005051,1,0.994949,197,0.030303,1,0.969697,0.969697,0.969697,0.982323,0.943723,0.00938,0.99062,0.056277,0.946702,0.943723,0.944201,0.967172,0.012,0,0,0,18718,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,9,1,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,225,6,0,97.402597,2.597403,0,0.969697,0.007421,0.086146,3.030303,24.618298,648.498987,6444,-5795.501013,2.807355,27.896104,-25.088749,630.320503,2.72866,22452.469333,1,33,0,0,1,198,0,0,1,1,1,1,0.974026,0.004329,0.995671,0.025974,0.975627,0.974026,0.974045,0.984848,0.012,0,0,0,18330,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,9,2,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,217,14,0,93.939394,6.060606,0,0.929293,0.017316,0.13159,7.070707,37.605072,648.498987,15036,-14387.501013,2.807355,65.090909,-62.283554,606.082524,2.623734,21589.09511,1,33,0.025253,5,0.974747,193,0,0,0.868421,1,0.929577,0.987374,0.939394,0.010101,0.989899,0.060606,0.943271,0.939394,0.937464,0.964646,0.017,0,0.03125,0,19582,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,9,3,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,214,17,0,92.640693,7.359307,0,0.914141,0.021027,0.145005,8.585859,41.438771,648.498987,18258,-17609.501013,2.807355,79.038961,-76.231606,596.993282,2.584387,21265.329776,0.969697,32,0.005051,1,0.994949,197,0.030303,1,0.969697,0.969697,0.969697,0.982323,0.926407,0.012266,0.987734,0.073593,0.92721,0.926407,0.924664,0.957071,0.024,0,0.015625,0,25691,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,9,4,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,224,7,0,96.969697,3.030303,0,0.964646,0.008658,0.093048,3.535354,26.590801,648.498987,7518,-6869.501013,2.807355,32.545455,-29.7381,627.290756,2.715544,22344.547555,1,33,0,0,1,198,0,0,1,1,1,1,0.969697,0.005051,0.994949,0.030303,0.970071,0.969697,0.969823,0.982323,0.016,0,0.015625,0,23575,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,9,5,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,216,15,0,93.506494,6.493506,0,0.924242,0.018553,0.136209,7.575758,38.924947,648.498987,16110,-15461.501013,2.807355,69.74026,-66.932905,603.052777,2.610618,21481.173332,1,33,0.010101,2,0.989899,196,0,0,0.942857,1,0.970588,0.994949,0.935065,0.010823,0.989177,0.064935,0.936495,0.935065,0.934448,0.962121,0.013,0,0.015625,0,18697,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,9,6,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,221,10,0,95.670996,4.329004,0,0.949495,0.012369,0.111214,5.050505,31.782086,648.498987,10740,-10091.501013,2.807355,46.493506,-43.686152,618.201514,2.676197,22020.782221,1,33,0.010101,2,0.989899,196,0,0,0.942857,1,0.970588,0.994949,0.95671,0.007215,0.992785,0.04329,0.957889,0.95671,0.956601,0.974747,0.014,0,0.015625,0,17380,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,9,7,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,223,8,0,96.536797,3.463203,0,0.959596,0.009895,0.099473,4.040404,28.426762,648.498987,8592,-7943.501013,2.807355,37.194805,-34.38745,624.261008,2.702429,22236.625777,1,33,0,0,1,198,0,0,1,1,1,1,0.965368,0.005772,0.994228,0.034632,0.965598,0.965368,0.965291,0.979798,0.015,0,0.015625,0,21438,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,9,8,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,218,13,0,94.372294,5.627706,0,0.934343,0.016079,0.126804,6.565657,36.237154,648.498987,13962,-13313.501013,2.807355,60.441558,-57.634204,609.112272,2.63685,21697.016888,0.969697,32,0,0,1,198,0.030303,1,1,0.969697,0.984615,0.984848,0.943723,0.00938,0.99062,0.056277,0.944419,0.943723,0.943899,0.967172,0.015,0,0.015625,0,19603,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,9,9,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,223,8,0,96.536797,3.463203,0,0.959596,0.009895,0.099473,4.040404,28.426762,648.498987,8592,-7943.501013,2.807355,37.194805,-34.38745,624.261008,2.702429,22236.625777,1,33,0.005051,1,0.994949,197,0,0,0.970588,1,0.985075,0.997475,0.965368,0.005772,0.994228,0.034632,0.966124,0.965368,0.965557,0.979798,0.015,0,0.015625,0,20748,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,9,10,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,223,8,0,96.536797,3.463203,0,0.959596,0.009895,0.099473,4.040404,28.426762,648.498987,8592,-7943.501013,2.807355,37.194805,-34.38745,624.261008,2.702429,22236.625777,1,33,0.005051,1,0.994949,197,0,0,0.970588,1,0.985075,0.997475,0.965368,0.005772,0.994228,0.034632,0.965696,0.965368,0.965289,0.979798,0.022,0,0.03125,0,18913,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,10,1,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,223,8,0,96.536797,3.463203,0,0.959596,0.009895,0.099473,4.040404,28.426762,648.498987,8592,-7943.501013,2.807355,37.194805,-34.38745,624.261008,2.702429,22236.625777,1,33,0,0,1,198,0,0,1,1,1,1,0.965368,0.005772,0.994228,0.034632,0.965861,0.965368,0.965491,0.979798,0.016,0,0.015625,0,17833,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,10,2,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,221,10,0,95.670996,4.329004,0,0.949495,0.012369,0.111214,5.050505,31.782086,648.498987,10740,-10091.501013,2.807355,46.493506,-43.686152,618.201514,2.676197,22020.782221,0.969697,32,0.005051,1,0.994949,197,0.030303,1,0.969697,0.969697,0.969697,0.982323,0.95671,0.007215,0.992785,0.04329,0.957163,0.95671,0.956401,0.974747,0.014,0,0.015625,0,20467,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,10,3,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,219,12,0,94.805195,5.194805,0,0.939394,0.014842,0.121829,6.060606,34.815531,648.498987,12888,-12239.501013,2.807355,55.792208,-52.984853,612.142019,2.649965,21804.938665,1,33,0.010101,2,0.989899,196,0,0,0.942857,1,0.970588,0.994949,0.948052,0.008658,0.991342,0.051948,0.950957,0.948052,0.948526,0.969697,0.015,0,0.015625,0,19582,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,10,4,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,223,8,0,96.536797,3.463203,0,0.959596,0.009895,0.099473,4.040404,28.426762,648.498987,8592,-7943.501013,2.807355,37.194805,-34.38745,624.261008,2.702429,22236.625777,1,33,0.005051,1,0.994949,197,0,0,0.970588,1,0.985075,0.997475,0.965368,0.005772,0.994228,0.034632,0.96646,0.965368,0.965542,0.979798,0.015,0,0.015625,0,19064,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,10,5,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,223,8,0,96.536797,3.463203,0,0.959596,0.009895,0.099473,4.040404,28.426762,648.498987,8592,-7943.501013,2.807355,37.194805,-34.38745,624.261008,2.702429,22236.625777,0.969697,32,0,0,1,198,0.030303,1,1,0.969697,0.984615,0.984848,0.965368,0.005772,0.994228,0.034632,0.966747,0.965368,0.965391,0.979798,0.016,0.001,0.015625,0,23252,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,10,6,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,222,9,0,96.103896,3.896104,0,0.954545,0.011132,0.105507,4.545455,30.151134,648.498987,9666,-9017.501013,2.807355,41.844156,-39.036801,621.231261,2.689313,22128.703999,1,33,0,0,1,198,0,0,1,1,1,1,0.961039,0.006494,0.993506,0.038961,0.961278,0.961039,0.961099,0.977273,0.015,0,0.015625,0,23554,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,10,7,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,223,8,0,96.536797,3.463203,0,0.959596,0.009895,0.099473,4.040404,28.426762,648.498987,8592,-7943.501013,2.807355,37.194805,-34.38745,624.261008,2.702429,22236.625777,1,33,0,0,1,198,0,0,1,1,1,1,0.965368,0.005772,0.994228,0.034632,0.96536,0.965368,0.9653,0.979798,0.015,0,0.015625,0,20683,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,10,8,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,219,12,0,94.805195,5.194805,0,0.939394,0.014842,0.121829,6.060606,34.815531,648.498987,12888,-12239.501013,2.807355,55.792208,-52.984853,612.142019,2.649965,21804.938665,0.969697,32,0.010101,2,0.989899,196,0.030303,1,0.941176,0.969697,0.955224,0.979798,0.948052,0.008658,0.991342,0.051948,0.949428,0.948052,0.947535,0.969697,0.015,0,0.015625,0,22086,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,10,9,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,212,19,0,91.774892,8.225108,0,0.90404,0.0235,0.153298,9.59596,43.808583,648.498987,20406,-19757.501013,2.807355,88.337662,-85.530307,590.933787,2.558155,21049.48622,0.969697,32,0,0,1,198,0.030303,1,1,0.969697,0.984615,0.984848,0.917749,0.013709,0.986291,0.082251,0.919954,0.917749,0.91688,0.95202,0.016,0,0.015625,0,21633,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,10,10,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,2079,231,219,12,0,94.805195,5.194805,0,0.939394,0.014842,0.121829,6.060606,34.815531,648.498987,12888,-12239.501013,2.807355,55.792208,-52.984853,612.142019,2.649965,21804.938665,1,33,0.010101,2,0.989899,196,0,0,0.942857,1,0.970588,0.994949,0.948052,0.008658,0.991342,0.051948,0.947963,0.948052,0.947702,0.969697,0.015,0,0.015625,0,21633,379456,44968,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,1,1,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,1350,150,144,6,0,96,4,0,0.953293,0.011429,0.106904,4.668926,30.55909,420.744282,6444,-6023.255718,2.804962,42.96,-40.155038,402.334067,2.682227,14340.27941,1,20,0,0,1,130,0,0,1,1,1,1,0.96,0.006634,0.993366,0.04,0.961096,0.96,0.959461,0.976683,0.01,0,0.015625,0,15394,247507,30307,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,1,2,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,1350,150,144,6,0,96,4,0,0.953315,0.011429,0.106904,4.668846,30.558506,420.769965,6444,-6023.230035,2.805133,42.96,-40.154867,402.366169,2.682441,14341.510794,0.904762,19,0,0,1,129,0.095238,2,1,0.904762,0.95,0.952381,0.96,0.006154,0.993846,0.04,0.963059,0.96,0.960785,0.976923,0.009,0.001,0.015625,0,17380,247507,30307,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,1,3,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,1350,150,137,13,0,91.333333,8.666667,0,0.898848,0.024762,0.157359,10.115832,44.980903,420.769965,13962,-13541.230035,2.805133,93.08,-90.274867,381.58317,2.543888,13600.74373,0.952381,20,0.007752,1,0.992248,128,0.047619,1,0.952381,0.952381,0.952381,0.972315,0.913333,0.014362,0.985638,0.086667,0.91942,0.913333,0.914592,0.949486,0.01,0,0,0,20532,247507,30307,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,1,4,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,1350,150,138,12,0,92,8,0,0.906629,0.022857,0.151186,9.336514,43.210118,420.947737,12888,-12467.052263,2.806318,85.92,-83.113682,384.564964,2.563766,13707.670527,0.952381,20,0,0,1,129,0.047619,1,1,0.952381,0.97561,0.97619,0.92,0.013389,0.986611,0.08,0.923426,0.92,0.920773,0.953306,0.009,0.001,0,0,18783,247507,30307,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,1,5,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,1350,150,145,5,0,96.666667,3.333333,0,0.9611,0.009524,0.09759,3.890214,27.892011,420.947737,5370,-4949.052263,2.806318,35.8,-32.993682,405.797733,2.705318,14464.504419,0.952381,20,0,0,1,129,0.047619,1,1,0.952381,0.97561,0.97619,0.966667,0.005548,0.994452,0.033333,0.968333,0.966667,0.967091,0.980559,0.009,0,0.015625,0,16646,247507,30307,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,1,6,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,1350,150,137,13,0,91.333333,8.666667,0,0.898848,0.024762,0.157359,10.114556,44.974517,420.947737,13962,-13541.052263,2.806318,93.08,-90.273682,381.210387,2.541403,13588.097929,0.904762,19,0,0,1,129,0.095238,2,1,0.904762,0.95,0.952381,0.913333,0.014175,0.985825,0.086667,0.919636,0.913333,0.91369,0.949579,0.008,0,0.015625,0,14077,247507,30307,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,1,7,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,1350,150,142,8,0,94.666667,5.333333,0,0.937756,0.015238,0.123443,6.224307,35.280689,420.9564,8592,-8171.0436,2.806376,57.28,-54.473624,396.317909,2.642119,14126.628679,1,20,0.007692,1,0.992308,129,0,0,0.952381,1,0.97561,0.996154,0.946667,0.008744,0.991256,0.053333,0.945692,0.946667,0.945469,0.968962,0.009,0,0,0,15459,247507,30307,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,1,8,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,1350,150,139,11,0,92.666667,7.333333,0,0.914392,0.020952,0.144749,8.55955,41.376413,420.770116,11814,-11393.229884,2.805134,78.76,-75.954866,387.175762,2.581172,13800.080566,0.95,19,0,0,1,130,0.05,1,1,0.95,0.974359,0.975,0.926667,0.01206,0.98794,0.073333,0.926215,0.926667,0.926005,0.957303,0,0,0,0,16214,247507,30307,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,1,9,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,1350,150,131,19,0,87.333333,12.666667,0,0.852163,0.03619,0.190238,14.784678,54.37926,420.770116,20406,-19985.229884,2.805134,136.04,-133.234866,363.296717,2.421978,12948.961311,1,20,0.007692,1,0.992308,129,0,0,0.952381,1,0.97561,0.996154,0.873333,0.021296,0.978704,0.126667,0.876673,0.873333,0.872894,0.926019,0.025,0,0.03125,0,22000,247507,30307,?,?,?,?
segment-weka.filters.unsupervised.attribute.Remove-R3,1,10,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -S 1',8934314652175299374,20160809.1824,1350,150,137,13,0,91.333333,8.666667,0,0.898833,0.024762,0.157359,10.115832,44.980903,420.770116,13962,-13541.229884,2.805134,93.08,-90.274866,380.911744,2.539412,13576.81258,0.95,19,0.007692,1,0.992308,129,0.05,1,0.95,0.95,0.95,0.971154,0.913333,0.01417,0.98583,0.086667,0.913356,0.913333,0.912501,0.949582,0.01,0,0.015625,0,15977,247507,30307,?,?,?,?
